agency_id,route_short_name,route_long_name,route_desc,route_uri,route_color,route_text_color
CRTM,H1,SIERRA GUADALUPE-H.I.LEONOR,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__481___.aspx,0178BC,FFFFFF
CRTM,M1,SOL/SEVILLA-EMBAJADORES,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__601___.aspx,0178BC,FFFFFF
CRTM,M2,SEVILLA-ARGÜELLES,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__602___.aspx,0178BC,FFFFFF
CRTM,N1,CIBELES-SANCHINARRO,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_501___.aspx,0178BC,FFFFFF
CRTM,N2,CIBELES-VALDEBEBAS,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_502___.aspx,0178BC,FFFFFF
CRTM,N3,CIBELES-CANILLAS,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_503___.aspx,0178BC,FFFFFF
CRTM,N4,CIBELES-BARAJAS,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_504___.aspx,0178BC,FFFFFF
CRTM,N5,CIBELES-FIN DE SEMANA,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_505___.aspx,0178BC,FFFFFF
CRTM,N6,CIBELES-LAS ROSAS,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_506___.aspx,0178BC,FFFFFF
CRTM,N7,CIBELES-VALDERRIVAS,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_507___.aspx,0178BC,FFFFFF
CRTM,N8,CIBELES-VALDEBERNARDO,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_508___.aspx,0178BC,FFFFFF
CRTM,N9,CIBELES-ENSANCHE VALLECAS,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_509___.aspx,0178BC,FFFFFF
CRTM,N10,CIBELES-PALOMERAS,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_510___.aspx,0178BC,FFFFFF
CRTM,N11,CIBELES-MADRID SUR,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_511___.aspx,0178BC,FFFFFF
CRTM,N12,CIBELES-BUTARQUE,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_512___.aspx,0178BC,FFFFFF
CRTM,N13,CIBELES-SAN CRISTOBAL,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_513___.aspx,0178BC,FFFFFF
CRTM,N14,CIBELES-VILLAVERDE ALTO,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_514___.aspx,0178BC,FFFFFF
CRTM,N15,CIBELES-ORCASUR,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_515___.aspx,0178BC,FFFFFF
CRTM,N16,CIBELES-LA PESETA,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_516___.aspx,0178BC,FFFFFF
CRTM,N17,CIBELES-CARABANCHEL ALTO,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_517___.aspx,0178BC,FFFFFF
CRTM,N18,CIBELES-ALUCHE,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_518___.aspx,0178BC,FFFFFF
CRTM,N19,CIBELES-SAN IGNACIO,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_519___.aspx,0178BC,FFFFFF
CRTM,N20,CIBELES-PITIS,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_520___.aspx,0178BC,FFFFFF
CRTM,N21,CIBELES-ARROYO FRESNO,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_521___.aspx,0178BC,FFFFFF
CRTM,N22,CIBELES-BARRIO DEL PILAR,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_522___.aspx,0178BC,FFFFFF
CRTM,N23,CIBELES-MONTECARMELO,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_523___.aspx,0178BC,FFFFFF
CRTM,N24,CIBELES-LAS TABLAS,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_524___.aspx,0178BC,FFFFFF
CRTM,N25,ALONSO MARTINEZ-VILLA VALLECAS,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_525___.aspx,0178BC,FFFFFF
CRTM,N26,ALONSO MARTINEZ-ALUCHE,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_526___.aspx,0178BC,FFFFFF
CRTM,N27,CIBELES-AEROPUERTO,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_527___.aspx,0178BC,FFFFFF
CRTM,N28,MONCLOA-ARAVACA,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6_N_528___.aspx,0178BC,FFFFFF
CRTM,SE702,PLAZA ELIPTICA-CEMENTERIO SUR,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__702___.aspx,0178BC,FFFFFF
CRTM,SE704,PLAZA CASTILLA-CMTº FUENCARRAL,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__704___.aspx,0178BC,FFFFFF
CRTM,SE710,PUERTA DE TOLEDO-ARGÜELLES,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/.aspx,0178BC,FFFFFF
CRTM,SE711,ATOCHA RENFE-MONCLOA,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/.aspx,0178BC,FFFFFF
CRTM,SE718,PUERTA ARGANDA-CAÑADA REAL,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__718___.aspx,0178BC,FFFFFF
CRTM,SE721,CANILLEJAS-METROPOLITANO,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__721___.aspx,0178BC,FFFFFF
CRTM,SE723,ALSACIA-CAÑAVERAL,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__723___.aspx,0178BC,FFFFFF
CRTM,SE730,PRINCIPE PIO-PINAR DE SAN JOSE,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/.aspx,0178BC,FFFFFF
CRTM,SE745,AVENIDA AMERICA-P. CHAMARTIN,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__745___.aspx,0178BC,FFFFFF
CRTM,SE766,ATOCHA-POL.INDUSTRIAL VALLECAS,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/.aspx,0178BC,FFFFFF
CRTM,T11,MAR DE CRISTAL-CRISTALIA,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__451___.aspx,0178BC,FFFFFF
CRTM,T23,PUERTA ARGANDA-P.IND.VICALVARO,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__452___.aspx,0178BC,FFFFFF
CRTM,T31,EST.EL POZO-SIERRA GUADALUPE,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__454___.aspx,0178BC,FFFFFF
CRTM,T32,LEGAZPI-MERCAMADRID,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__453___.aspx,0178BC,FFFFFF
CRTM,T41,VILLAVERDE ALTO-P.I.LA RESINA,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__456___.aspx,0178BC,FFFFFF
CRTM,T61,ESTACION FUENCARRAL-LAS TABLAS,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__455___.aspx,0178BC,FFFFFF
CRTM,T62,PLAZA CASTILLA-CHAMARTIN,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__457___.aspx,0178BC,FFFFFF
CRTM,U,AVENIDA SENECA-PARANINFO,,http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__99___.aspx,0178BC,FFFFFF
