route_id;agency_id;route_short_name;route_long_name;route_desc;route_type;route_url;route_color;route_text_color
52;CRTM;52;SOL/SEVILLA-SANTAMARCA;;3;http://www.crtm.es/tu-transporte-publico/autobuses-emt/lineas/6__52___.aspx;0178BC;FFFFFF
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
