idx,hasSimpleResult,hasResultTime,madeBySensor,observedProperty,validada,tipoMedicion,tipoEmisorPredominante,tipoIntervaloReferencia
350,64.7,2019-12-21T00:00:00,19,nivelRuido,false,LAS01,,E
351,60.1,2019-12-21T00:00:00,19,nivelRuido,false,LAS10,,E
352,54.2,2019-12-21T00:00:00,19,nivelRuido,false,LAS50,,E
353,49.7,2019-12-21T00:00:00,19,nivelRuido,false,LAS90,,E
354,47.3,2019-12-21T00:00:00,19,nivelRuido,false,LAS99,,E
355,63.0,2019-12-21T00:00:00,19,nivelRuido,false,LAeq,,N
356,71.3,2019-12-21T00:00:00,19,nivelRuido,false,LAS01,,N
357,64.1,2019-12-21T00:00:00,19,nivelRuido,false,LAS10,,N
358,58.7,2019-12-21T00:00:00,19,nivelRuido,false,LAS50,,N
359,51.8,2019-12-21T00:00:00,19,nivelRuido,false,LAS90,,N
360,48.3,2019-12-21T00:00:00,19,nivelRuido,false,LAS99,,N
361,63.1,2019-12-21T00:00:00,20,nivelRuido,false,LAeq,,T
362,71.4,2019-12-21T00:00:00,20,nivelRuido,false,LAS01,,T
363,66.0,2019-12-21T00:00:00,20,nivelRuido,false,LAS10,,T
364,60.9,2019-12-21T00:00:00,20,nivelRuido,false,LAS50,,T
365,55.3,2019-12-21T00:00:00,20,nivelRuido,false,LAS90,,T
366,48.0,2019-12-21T00:00:00,20,nivelRuido,false,LAS99,,T
367,63.2,2019-12-21T00:00:00,20,nivelRuido,false,LAeq,,D
368,70.6,2019-12-21T00:00:00,20,nivelRuido,false,LAS01,actividades-comerciales,D
369,64.0,2019-12-21T00:00:00,20,nivelRuido,false,LAS10,,D
370,58.8,2019-12-21T00:00:00,20,nivelRuido,false,LAS50,,D
371,55.3,2019-12-21T00:00:00,20,nivelRuido,false,LAS90,,D
372,52.7,2019-12-21T00:00:00,20,nivelRuido,false,LAS99,,D
373,57.0,2019-12-21T00:00:00,20,nivelRuido,false,LAeq,,E
374,66.0,2019-12-21T00:00:00,20,nivelRuido,false,LAS01,,E
375,60.2,2019-12-21T00:00:00,20,nivelRuido,false,LAS10,,E
376,53.3,2019-12-21T00:00:00,20,nivelRuido,false,LAS50,,E
377,47.3,2019-12-21T00:00:00,20,nivelRuido,false,LAS90,,E
378,44.3,2019-12-21T00:00:00,20,nivelRuido,false,LAS99,,E
379,61.8,2019-12-21T00:00:00,20,nivelRuido,false,LAeq,,N
380,70.4,2019-12-21T00:00:00,20,nivelRuido,false,LAS01,,N
381,64.8,2019-12-21T00:00:00,20,nivelRuido,false,LAS10,,N
382,58.6,2019-12-21T00:00:00,20,nivelRuido,false,LAS50,,N
383,50.2,2019-12-21T00:00:00,20,nivelRuido,false,LAS90,,N
384,45.3,2019-12-21T00:00:00,20,nivelRuido,false,LAS99,,N
385,60.2,2019-12-21T00:00:00,24,nivelRuido,false,LAeq,,T
386,71.0,2019-12-21T00:00:00,24,nivelRuido,false,LAS01,,T
387,63.0,2019-12-21T00:00:00,24,nivelRuido,false,LAS10,,T
388,54.6,2019-12-21T00:00:00,24,nivelRuido,false,LAS50,,T
389,45.9,2019-12-21T00:00:00,24,nivelRuido,false,LAS90,,T
390,43.4,2019-12-21T00:00:00,24,nivelRuido,false,LAS99,,T
391,53.5,2019-12-21T00:00:00,24,nivelRuido,false,LAeq,,D
392,62.8,2019-12-21T00:00:00,24,nivelRuido,false,LAS01,,D
393,56.4,2019-12-21T00:00:00,24,nivelRuido,false,LAS10,actividades-deportivas-ocio,D
394,50.7,2019-12-21T00:00:00,24,nivelRuido,false,LAS50,,D
395,47.4,2019-12-21T00:00:00,24,nivelRuido,false,LAS90,,D
396,45.5,2019-12-21T00:00:00,24,nivelRuido,false,LAS99,,D
397,43.8,2019-12-21T00:00:00,24,nivelRuido,false,LAeq,,E
398,49.9,2019-12-21T00:00:00,24,nivelRuido,false,LAS01,,E
399,45.8,2019-12-21T00:00:00,24,nivelRuido,false,LAS10,,E
400,42.9,2019-12-21T00:00:00,24,nivelRuido,false,LAS50,,E
401,41.5,2019-12-21T00:00:00,24,nivelRuido,false,LAS90,,E
402,41.0,2019-12-21T00:00:00,24,nivelRuido,false,LAS99,,E
403,57.6,2019-12-21T00:00:00,24,nivelRuido,false,LAeq,,N
404,69.1,2019-12-21T00:00:00,24,nivelRuido,false,LAS01,,N
405,60.2,2019-12-21T00:00:00,24,nivelRuido,false,LAS10,,N
406,50.1,2019-12-21T00:00:00,24,nivelRuido,false,LAS50,,N
407,42.4,2019-12-21T00:00:00,24,nivelRuido,false,LAS90,,N
408,41.1,2019-12-21T00:00:00,24,nivelRuido,false,LAS99,,N
409,68.5,2019-12-21T00:00:00,25,nivelRuido,false,LAeq,,T
410,71.8,2019-12-21T00:00:00,25,nivelRuido,false,LAS01,,T
411,70.1,2019-12-21T00:00:00,25,nivelRuido,false,LAS10,,T
412,68.1,2019-12-21T00:00:00,25,nivelRuido,false,LAS50,,T
413,66.1,2019-12-21T00:00:00,25,nivelRuido,false,LAS90,,T
414,64.0,2019-12-21T00:00:00,25,nivelRuido,false,LAS99,,T
415,66.8,2019-12-21T00:00:00,25,nivelRuido,false,LAeq,,D
416,69.5,2019-12-21T00:00:00,25,nivelRuido,false,LAS01,,D
417,68.0,2019-12-21T00:00:00,25,nivelRuido,false,LAS10,,D
418,66.7,2019-12-21T00:00:00,25,nivelRuido,false,LAS50,,D
419,65.1,2019-12-21T00:00:00,25,nivelRuido,false,LAS90,,D
420,63.3,2019-12-21T00:00:00,25,nivelRuido,false,LAS99,,D
421,66.0,2019-12-21T00:00:00,25,nivelRuido,false,LAeq,,E
422,70.7,2019-12-21T00:00:00,25,nivelRuido,false,LAS01,,E
423,68.6,2019-12-21T00:00:00,25,nivelRuido,false,LAS10,,E
424,65.4,2019-12-21T00:00:00,25,nivelRuido,false,LAS50,,E
425,61.0,2019-12-21T00:00:00,25,nivelRuido,false,LAS90,,E
426,56.7,2019-12-21T00:00:00,25,nivelRuido,false,LAS99,,E
427,67.4,2019-12-21T00:00:00,25,nivelRuido,false,LAeq,,N
428,71.3,2019-12-21T00:00:00,25,nivelRuido,false,LAS01,,N
429,69.6,2019-12-21T00:00:00,25,nivelRuido,false,LAS10,,N
430,67.1,2019-12-21T00:00:00,25,nivelRuido,false,LAS50,,N
431,63.5,2019-12-21T00:00:00,25,nivelRuido,false,LAS90,,N
432,58.7,2019-12-21T00:00:00,25,nivelRuido,false,LAS99,,N
433,64.3,2019-12-21T00:00:00,26,nivelRuido,false,LAeq,,T
434,70.4,2019-12-21T00:00:00,26,nivelRuido,false,LAS01,,T
435,67.5,2019-12-21T00:00:00,26,nivelRuido,false,LAS10,,T
436,62.8,2019-12-21T00:00:00,26,nivelRuido,false,LAS50,,T
437,59.2,2019-12-21T00:00:00,26,nivelRuido,false,LAS90,,T
438,57.5,2019-12-21T00:00:00,26,nivelRuido,false,LAS99,,T
439,61.8,2019-12-21T00:00:00,26,nivelRuido,false,LAeq,,D
440,67.7,2019-12-21T00:00:00,26,nivelRuido,false,LAS01,,D
441,64.7,2019-12-21T00:00:00,26,nivelRuido,false,LAS10,,D
442,60.4,2019-12-21T00:00:00,26,nivelRuido,false,LAS50,,D
443,58.2,2019-12-21T00:00:00,26,nivelRuido,false,LAS90,actividades-comerciales,D
444,56.7,2019-12-21T00:00:00,26,nivelRuido,false,LAS99,,D
445,60.0,2019-12-21T00:00:00,26,nivelRuido,false,LAeq,,E
446,68.6,2019-12-21T00:00:00,26,nivelRuido,false,LAS01,,E
447,63.6,2019-12-21T00:00:00,26,nivelRuido,false,LAS10,,E
448,57.7,2019-12-21T00:00:00,26,nivelRuido,false,LAS50,,E
449,51.7,2019-12-21T00:00:00,26,nivelRuido,false,LAS90,,E
450,48.0,2019-12-21T00:00:00,26,nivelRuido,false,LAS99,,E
451,62.8,2019-12-21T00:00:00,26,nivelRuido,false,LAeq,,N
452,69.8,2019-12-21T00:00:00,26,nivelRuido,false,LAS01,,N
453,66.4,2019-12-21T00:00:00,26,nivelRuido,false,LAS10,,N
454,60.7,2019-12-21T00:00:00,26,nivelRuido,false,LAS50,,N
455,55.5,2019-12-21T00:00:00,26,nivelRuido,false,LAS90,,N
456,49.5,2019-12-21T00:00:00,26,nivelRuido,false,LAS99,,N
457,62.9,2019-12-21T00:00:00,27,nivelRuido,false,LAeq,,T
458,72.5,2019-12-21T00:00:00,27,nivelRuido,false,LAS01,,T
459,67.0,2019-12-21T00:00:00,27,nivelRuido,false,LAS10,,T
460,57.7,2019-12-21T00:00:00,27,nivelRuido,false,LAS50,,T
461,50.8,2019-12-21T00:00:00,27,nivelRuido,false,LAS90,,T
462,47.7,2019-12-21T00:00:00,27,nivelRuido,false,LAS99,,T
463,61.1,2019-12-21T00:00:00,27,nivelRuido,false,LAeq,,D
464,71.2,2019-12-21T00:00:00,27,nivelRuido,false,LAS01,,D
465,65.3,2019-12-21T00:00:00,27,nivelRuido,false,LAS10,,D
466,55.6,2019-12-21T00:00:00,27,nivelRuido,false,LAS50,,D
467,51.4,2019-12-21T00:00:00,27,nivelRuido,false,LAS90,,D
468,49.3,2019-12-21T00:00:00,27,nivelRuido,false,LAS99,,D
469,57.0,2019-12-21T00:00:00,27,nivelRuido,false,LAeq,,E
470,70.0,2019-12-21T00:00:00,27,nivelRuido,false,LAS01,,E
471,56.8,2019-12-21T00:00:00,27,nivelRuido,false,LAS10,actividades-deportivas-ocio,E
472,47.5,2019-12-21T00:00:00,27,nivelRuido,false,LAS50,,E
473,40.5,2019-12-21T00:00:00,27,nivelRuido,false,LAS90,,E
474,37.8,2019-12-21T00:00:00,27,nivelRuido,false,LAS99,,E
475,61.4,2019-12-21T00:00:00,27,nivelRuido,false,LAeq,,N
476,71.8,2019-12-21T00:00:00,27,nivelRuido,false,LAS01,,N
477,65.5,2019-12-21T00:00:00,27,nivelRuido,false,LAS10,,N
478,54.8,2019-12-21T00:00:00,27,nivelRuido,false,LAS50,,N
479,44.2,2019-12-21T00:00:00,27,nivelRuido,false,LAS90,,N
480,38.7,2019-12-21T00:00:00,27,nivelRuido,false,LAS99,,N
481,70.0,2019-12-21T00:00:00,28,nivelRuido,false,LAeq,,T
482,76.7,2019-12-21T00:00:00,28,nivelRuido,false,LAS01,,T
483,73.7,2019-12-21T00:00:00,28,nivelRuido,false,LAS10,,T
484,68.2,2019-12-21T00:00:00,28,nivelRuido,false,LAS50,,T
485,59.1,2019-12-21T00:00:00,28,nivelRuido,false,LAS90,,T
486,48.0,2019-12-21T00:00:00,28,nivelRuido,false,LAS99,,T
487,67.7,2019-12-21T00:00:00,28,nivelRuido,false,LAeq,,D
488,74.5,2019-12-21T00:00:00,28,nivelRuido,false,LAS01,,D
489,71.4,2019-12-21T00:00:00,28,nivelRuido,false,LAS10,,D
490,65.7,2019-12-21T00:00:00,28,nivelRuido,false,LAS50,,D
491,59.8,2019-12-21T00:00:00,28,nivelRuido,false,LAS90,,D
492,56.5,2019-12-21T00:00:00,28,nivelRuido,false,LAS99,,D
493,62.4,2019-12-21T00:00:00,28,nivelRuido,false,LAeq,,E
494,72.7,2019-12-21T00:00:00,28,nivelRuido,false,LAS01,,E
495,66.8,2019-12-21T00:00:00,28,nivelRuido,false,LAS10,,E
496,54.8,2019-12-21T00:00:00,28,nivelRuido,false,LAS50,,E
497,46.9,2019-12-21T00:00:00,28,nivelRuido,false,LAS90,,E
498,44.4,2019-12-21T00:00:00,28,nivelRuido,false,LAS99,,E
499,68.2,2019-12-21T00:00:00,28,nivelRuido,false,LAeq,,N
500,75.9,2019-12-21T00:00:00,28,nivelRuido,false,LAS01,,N
501,72.5,2019-12-21T00:00:00,28,nivelRuido,false,LAS10,,N
502,64.9,2019-12-21T00:00:00,28,nivelRuido,false,LAS50,,N
503,49.8,2019-12-21T00:00:00,28,nivelRuido,false,LAS90,,N
504,45.3,2019-12-21T00:00:00,28,nivelRuido,false,LAS99,,N
505,59.3,2019-12-21T00:00:00,29,nivelRuido,false,LAeq,,T
506,67.6,2019-12-21T00:00:00,29,nivelRuido,false,LAS01,,T
507,63.4,2019-12-21T00:00:00,29,nivelRuido,false,LAS10,,T
508,56.0,2019-12-21T00:00:00,29,nivelRuido,false,LAS50,,T
509,46.2,2019-12-21T00:00:00,29,nivelRuido,false,LAS90,,T
510,39.1,2019-12-21T00:00:00,29,nivelRuido,false,LAS99,,T
511,64.6,2019-12-21T00:00:00,29,nivelRuido,false,LAeq,,D
512,75.4,2019-12-21T00:00:00,29,nivelRuido,false,LAS01,,D
513,61.5,2019-12-21T00:00:00,29,nivelRuido,false,LAS10,aeronaves,D
514,53.4,2019-12-21T00:00:00,29,nivelRuido,false,LAS50,,D
515,47.7,2019-12-21T00:00:00,29,nivelRuido,false,LAS90,,D
516,44.7,2019-12-21T00:00:00,29,nivelRuido,false,LAS99,,D
517,52.2,2019-12-21T00:00:00,29,nivelRuido,false,LAeq,,E
518,64.2,2019-12-21T00:00:00,29,nivelRuido,false,LAS01,,E
519,55.5,2019-12-21T00:00:00,29,nivelRuido,false,LAS10,,E
520,42.9,2019-12-21T00:00:00,29,nivelRuido,false,LAS50,,E
521,36.5,2019-12-21T00:00:00,29,nivelRuido,false,LAS90,,E
522,34.2,2019-12-21T00:00:00,29,nivelRuido,false,LAS99,,E
523,59.8,2019-12-21T00:00:00,29,nivelRuido,false,LAeq,,N
524,67.2,2019-12-21T00:00:00,29,nivelRuido,false,LAS01,,N
525,62.1,2019-12-21T00:00:00,29,nivelRuido,false,LAS10,,N
526,52.5,2019-12-21T00:00:00,29,nivelRuido,false,LAS50,,N
527,39.6,2019-12-21T00:00:00,29,nivelRuido,false,LAS90,aeronaves,N
528,34.9,2019-12-21T00:00:00,29,nivelRuido,false,LAS99,,N
529,62.4,2019-12-21T00:00:00,30,nivelRuido,false,LAeq,,T
530,69.5,2019-12-21T00:00:00,30,nivelRuido,false,LAS01,,T
531,65.0,2019-12-21T00:00:00,30,nivelRuido,false,LAS10,,T
532,60.9,2019-12-21T00:00:00,30,nivelRuido,false,LAS50,,T
533,55.0,2019-12-21T00:00:00,30,nivelRuido,false,LAS90,,T
534,50.6,2019-12-21T00:00:00,30,nivelRuido,false,LAS99,,T
535,61.7,2019-12-21T00:00:00,30,nivelRuido,false,LAeq,,D
536,67.7,2019-12-21T00:00:00,30,nivelRuido,false,LAS01,,D
537,63.7,2019-12-21T00:00:00,30,nivelRuido,false,LAS10,,D
538,60.2,2019-12-21T00:00:00,30,nivelRuido,false,LAS50,actividades-deportivas-ocio,D
539,57.2,2019-12-21T00:00:00,30,nivelRuido,false,LAS90,,D
540,55.1,2019-12-21T00:00:00,30,nivelRuido,false,LAS99,,D
541,56.9,2019-12-21T00:00:00,30,nivelRuido,false,LAeq,,E
542,65.5,2019-12-21T00:00:00,30,nivelRuido,false,LAS01,,E
543,60.5,2019-12-21T00:00:00,30,nivelRuido,false,LAS10,,E
544,53.3,2019-12-21T00:00:00,30,nivelRuido,false,LAS50,,E
545,48.5,2019-12-21T00:00:00,30,nivelRuido,false,LAS90,,E
546,46.6,2019-12-21T00:00:00,30,nivelRuido,false,LAS99,,E
547,61.1,2019-12-21T00:00:00,30,nivelRuido,false,LAeq,,N
548,68.5,2019-12-21T00:00:00,30,nivelRuido,false,LAS01,,N
549,64.0,2019-12-21T00:00:00,30,nivelRuido,false,LAS10,,N
550,59.3,2019-12-21T00:00:00,30,nivelRuido,false,LAS50,,N
551,50.6,2019-12-21T00:00:00,30,nivelRuido,false,LAS90,,N
552,47.4,2019-12-21T00:00:00,30,nivelRuido,false,LAS99,,N
553,65.6,2019-12-21T00:00:00,31,nivelRuido,false,LAeq,,T
554,74.0,2019-12-21T00:00:00,31,nivelRuido,false,LAS01,,T
555,70.2,2019-12-21T00:00:00,31,nivelRuido,false,LAS10,,T
556,61.5,2019-12-21T00:00:00,31,nivelRuido,false,LAS50,,T
557,53.4,2019-12-21T00:00:00,31,nivelRuido,false,LAS90,,T
558,50.1,2019-12-21T00:00:00,31,nivelRuido,false,LAS99,,T
559,65.0,2019-12-21T00:00:00,31,nivelRuido,false,LAeq,,D
560,72.7,2019-12-21T00:00:00,31,nivelRuido,false,LAS01,,D
561,69.1,2019-12-21T00:00:00,31,nivelRuido,false,LAS10,,D
562,61.7,2019-12-21T00:00:00,31,nivelRuido,false,LAS50,,D
563,56.9,2019-12-21T00:00:00,31,nivelRuido,false,LAS90,,D
564,53.7,2019-12-21T00:00:00,31,nivelRuido,false,LAS99,,D
565,56.8,2019-12-21T00:00:00,31,nivelRuido,false,LAeq,,E
566,69.4,2019-12-21T00:00:00,31,nivelRuido,false,LAS01,,E
567,56.4,2019-12-21T00:00:00,31,nivelRuido,false,LAS10,,E
568,52.0,2019-12-21T00:00:00,31,nivelRuido,false,LAS50,,E
569,48.7,2019-12-21T00:00:00,31,nivelRuido,false,LAS90,,E
570,47.1,2019-12-21T00:00:00,31,nivelRuido,false,LAS99,,E
571,64.0,2019-12-21T00:00:00,31,nivelRuido,false,LAeq,,N
572,73.4,2019-12-21T00:00:00,31,nivelRuido,false,LAS01,,N
573,68.8,2019-12-21T00:00:00,31,nivelRuido,false,LAS10,,N
574,58.7,2019-12-21T00:00:00,31,nivelRuido,false,LAS50,,N
575,50.2,2019-12-21T00:00:00,31,nivelRuido,false,LAS90,,N
576,47.8,2019-12-21T00:00:00,31,nivelRuido,false,LAS99,,N
577,59.0,2019-12-21T00:00:00,47,nivelRuido,false,LAeq,,T
578,68.5,2019-12-21T00:00:00,47,nivelRuido,false,LAS01,,T
579,62.2,2019-12-21T00:00:00,47,nivelRuido,false,LAS10,,T
580,55.0,2019-12-21T00:00:00,47,nivelRuido,false,LAS50,,T
581,48.1,2019-12-21T00:00:00,47,nivelRuido,false,LAS90,,T
582,45.2,2019-12-21T00:00:00,47,nivelRuido,false,LAS99,,T
583,56.6,2019-12-21T00:00:00,47,nivelRuido,false,LAeq,,D
584,65.3,2019-12-21T00:00:00,47,nivelRuido,false,LAS01,,D
585,59.3,2019-12-21T00:00:00,47,nivelRuido,false,LAS10,,D
586,53.9,2019-12-21T00:00:00,47,nivelRuido,false,LAS50,,D
587,50.7,2019-12-21T00:00:00,47,nivelRuido,false,LAS90,,D
588,49.2,2019-12-21T00:00:00,47,nivelRuido,false,LAS99,,D
589,48.9,2019-12-21T00:00:00,47,nivelRuido,false,LAeq,,E
590,59.0,2019-12-21T00:00:00,47,nivelRuido,false,LAS01,,E
591,50.7,2019-12-21T00:00:00,47,nivelRuido,false,LAS10,,E
592,45.9,2019-12-21T00:00:00,47,nivelRuido,false,LAS50,,E
593,42.8,2019-12-21T00:00:00,47,nivelRuido,false,LAS90,,E
594,41.4,2019-12-21T00:00:00,47,nivelRuido,false,LAS99,,E
595,57.1,2019-12-21T00:00:00,47,nivelRuido,false,LAeq,,N
596,67.2,2019-12-21T00:00:00,47,nivelRuido,false,LAS01,,N
597,60.2,2019-12-21T00:00:00,47,nivelRuido,false,LAS10,,N
598,52.5,2019-12-21T00:00:00,47,nivelRuido,false,LAS50,,N
599,44.4,2019-12-21T00:00:00,47,nivelRuido,false,LAS90,,N
600,42.1,2019-12-21T00:00:00,47,nivelRuido,false,LAS99,,N
601,63.9,2019-12-21T00:00:00,48,nivelRuido,false,LAeq,,T
602,69.2,2019-12-21T00:00:00,48,nivelRuido,false,LAS01,,T
603,66.5,2019-12-21T00:00:00,48,nivelRuido,false,LAS10,,T
604,63.3,2019-12-21T00:00:00,48,nivelRuido,false,LAS50,,T
605,58.3,2019-12-21T00:00:00,48,nivelRuido,false,LAS90,,T
606,52.2,2019-12-21T00:00:00,48,nivelRuido,false,LAS99,,T
607,64.7,2019-12-21T00:00:00,48,nivelRuido,false,LAeq,,D
608,71.9,2019-12-21T00:00:00,48,nivelRuido,false,LAS01,,D
609,65.1,2019-12-21T00:00:00,48,nivelRuido,false,LAS10,,D
610,63.0,2019-12-21T00:00:00,48,nivelRuido,false,LAS50,,D
611,60.1,2019-12-21T00:00:00,48,nivelRuido,false,LAS90,,D
612,56.8,2019-12-21T00:00:00,48,nivelRuido,false,LAS99,,D
613,61.8,2019-12-21T00:00:00,48,nivelRuido,false,LAeq,,E
614,66.3,2019-12-21T00:00:00,48,nivelRuido,false,LAS01,,E
615,64.4,2019-12-21T00:00:00,48,nivelRuido,false,LAS10,,E
616,61.5,2019-12-21T00:00:00,48,nivelRuido,false,LAS50,,E
617,55.4,2019-12-21T00:00:00,48,nivelRuido,false,LAS90,,E
618,50.8,2019-12-21T00:00:00,48,nivelRuido,false,LAS99,,E
619,63.5,2019-12-21T00:00:00,48,nivelRuido,false,LAeq,,N
620,68.9,2019-12-21T00:00:00,48,nivelRuido,false,LAS01,,N
621,65.8,2019-12-21T00:00:00,48,nivelRuido,false,LAS10,,N
622,62.6,2019-12-21T00:00:00,48,nivelRuido,false,LAS50,,N
623,57.5,2019-12-21T00:00:00,48,nivelRuido,false,LAS90,,N
624,51.7,2019-12-21T00:00:00,48,nivelRuido,false,LAS99,,N
625,68.4,2019-12-21T00:00:00,50,nivelRuido,false,LAeq,,T
626,75.7,2019-12-21T00:00:00,50,nivelRuido,false,LAS01,,T
627,69.7,2019-12-21T00:00:00,50,nivelRuido,false,LAS10,,T
628,66.0,2019-12-21T00:00:00,50,nivelRuido,false,LAS50,,T
629,62.3,2019-12-21T00:00:00,50,nivelRuido,false,LAS90,,T
630,58.4,2019-12-21T00:00:00,50,nivelRuido,false,LAS99,,T
631,68.8,2019-12-21T00:00:00,50,nivelRuido,false,LAeq,,D
632,75.0,2019-12-21T00:00:00,50,nivelRuido,false,LAS01,,D
633,68.3,2019-12-21T00:00:00,50,nivelRuido,false,LAS10,,D
634,65.4,2019-12-21T00:00:00,50,nivelRuido,false,LAS50,aeronaves,D
635,62.8,2019-12-21T00:00:00,50,nivelRuido,false,LAS90,,D
636,60.7,2019-12-21T00:00:00,50,nivelRuido,false,LAS99,,D
637,65.7,2019-12-21T00:00:00,50,nivelRuido,false,LAeq,,E
638,70.5,2019-12-21T00:00:00,50,nivelRuido,false,LAS01,,E
639,67.0,2019-12-21T00:00:00,50,nivelRuido,false,LAS10,,E
640,63.1,2019-12-21T00:00:00,50,nivelRuido,false,LAS50,,E
641,58.9,2019-12-21T00:00:00,50,nivelRuido,false,LAS90,,E
642,55.9,2019-12-21T00:00:00,50,nivelRuido,false,LAS99,,E
643,67.8,2019-12-21T00:00:00,50,nivelRuido,false,LAeq,actividades-comerciales,N
644,74.7,2019-12-21T00:00:00,50,nivelRuido,false,LAS01,,N
645,68.8,2019-12-21T00:00:00,50,nivelRuido,false,LAS10,,N
646,65.0,2019-12-21T00:00:00,50,nivelRuido,false,LAS50,,N
647,60.7,2019-12-21T00:00:00,50,nivelRuido,false,LAS90,,N
648,57.0,2019-12-21T00:00:00,50,nivelRuido,false,LAS99,,N
649,63.7,2019-12-21T00:00:00,54,nivelRuido,false,LAeq,,T
650,71.8,2019-12-21T00:00:00,54,nivelRuido,false,LAS01,,T
651,66.4,2019-12-21T00:00:00,54,nivelRuido,false,LAS10,,T
652,62.1,2019-12-21T00:00:00,54,nivelRuido,false,LAS50,,T
653,55.6,2019-12-21T00:00:00,54,nivelRuido,false,LAS90,,T
654,45.6,2019-12-21T00:00:00,54,nivelRuido,false,LAS99,,T
655,62.4,2019-12-21T00:00:00,54,nivelRuido,false,LAeq,,D
656,69.6,2019-12-21T00:00:00,54,nivelRuido,false,LAS01,,D
657,64.9,2019-12-21T00:00:00,54,nivelRuido,false,LAS10,,D
658,61.1,2019-12-21T00:00:00,54,nivelRuido,false,LAS50,,D
659,57.3,2019-12-21T00:00:00,54,nivelRuido,false,LAS90,,D
660,53.9,2019-12-21T00:00:00,54,nivelRuido,false,LAS99,aeronaves,D
661,56.2,2019-12-21T00:00:00,54,nivelRuido,false,LAeq,,E
662,65.5,2019-12-21T00:00:00,54,nivelRuido,false,LAS01,,E
663,60.2,2019-12-21T00:00:00,54,nivelRuido,false,LAS10,,E
664,52.3,2019-12-21T00:00:00,54,nivelRuido,false,LAS50,,E
665,43.1,2019-12-21T00:00:00,54,nivelRuido,false,LAS90,,E
666,40.9,2019-12-21T00:00:00,54,nivelRuido,false,LAS99,,E
667,62.1,2019-12-21T00:00:00,54,nivelRuido,false,LAeq,,N
668,70.5,2019-12-21T00:00:00,54,nivelRuido,false,LAS01,,N
669,65.3,2019-12-21T00:00:00,54,nivelRuido,false,LAS10,,N
670,60.1,2019-12-21T00:00:00,54,nivelRuido,false,LAS50,,N
671,46.9,2019-12-21T00:00:00,54,nivelRuido,false,LAS90,,N
672,41.5,2019-12-21T00:00:00,54,nivelRuido,false,LAS99,,N
673,58.0,2019-12-21T00:00:00,55,nivelRuido,false,LAeq,,T
674,65.7,2019-12-21T00:00:00,55,nivelRuido,false,LAS01,,T
675,61.0,2019-12-21T00:00:00,55,nivelRuido,false,LAS10,,T
676,55.8,2019-12-21T00:00:00,55,nivelRuido,false,LAS50,,T
677,51.1,2019-12-21T00:00:00,55,nivelRuido,false,LAS90,,T
678,47.5,2019-12-21T00:00:00,55,nivelRuido,false,LAS99,,T
679,57.6,2019-12-21T00:00:00,55,nivelRuido,false,LAeq,,D
680,64.3,2019-12-21T00:00:00,55,nivelRuido,false,LAS01,,D
681,59.6,2019-12-21T00:00:00,55,nivelRuido,false,LAS10,,D
682,54.6,2019-12-21T00:00:00,55,nivelRuido,false,LAS50,,D
683,51.3,2019-12-21T00:00:00,55,nivelRuido,false,LAS90,,D
684,48.9,2019-12-21T00:00:00,55,nivelRuido,false,LAS99,,D
685,52.1,2019-12-21T00:00:00,55,nivelRuido,false,LAeq,,E
686,61.5,2019-12-21T00:00:00,55,nivelRuido,false,LAS01,,E
687,54.9,2019-12-21T00:00:00,55,nivelRuido,false,LAS10,,E
688,49.2,2019-12-21T00:00:00,55,nivelRuido,false,LAS50,,E
689,44.5,2019-12-21T00:00:00,55,nivelRuido,false,LAS90,,E
690,42.9,2019-12-21T00:00:00,55,nivelRuido,false,LAS99,,E
691,56.7,2019-12-21T00:00:00,55,nivelRuido,false,LAeq,,N
692,64.8,2019-12-21T00:00:00,55,nivelRuido,false,LAS01,,N
693,59.8,2019-12-21T00:00:00,55,nivelRuido,false,LAS10,,N
694,54.0,2019-12-21T00:00:00,55,nivelRuido,false,LAS50,,N
695,47.1,2019-12-21T00:00:00,55,nivelRuido,false,LAS90,,N
696,43.3,2019-12-21T00:00:00,55,nivelRuido,false,LAS99,,N
697,60.0,2019-12-21T00:00:00,86,nivelRuido,false,LAeq,,T
698,68.9,2019-12-21T00:00:00,86,nivelRuido,false,LAS01,,T
699,63.1,2019-12-21T00:00:00,86,nivelRuido,false,LAS10,,T
700,57.3,2019-12-21T00:00:00,86,nivelRuido,false,LAS50,actividades-comerciales,T
701,51.2,2019-12-21T00:00:00,86,nivelRuido,false,LAS90,,T
702,45.7,2019-12-21T00:00:00,86,nivelRuido,false,LAS99,,T
703,59.2,2019-12-21T00:00:00,86,nivelRuido,false,LAeq,,D
704,67.8,2019-12-21T00:00:00,86,nivelRuido,false,LAS01,,D
705,62.1,2019-12-21T00:00:00,86,nivelRuido,false,LAS10,,D
706,56.7,2019-12-21T00:00:00,86,nivelRuido,false,LAS50,,D
707,52.5,2019-12-21T00:00:00,86,nivelRuido,false,LAS90,,D
708,50.3,2019-12-21T00:00:00,86,nivelRuido,false,LAS99,,D
709,52.7,2019-12-21T00:00:00,86,nivelRuido,false,LAeq,,E
710,63.9,2019-12-21T00:00:00,86,nivelRuido,false,LAS01,,E
711,54.7,2019-12-21T00:00:00,86,nivelRuido,false,LAS10,,E
712,47.7,2019-12-21T00:00:00,86,nivelRuido,false,LAS50,,E
713,43.1,2019-12-21T00:00:00,86,nivelRuido,false,LAS90,,E
